,,,1740264480169,,177,,,0,,,,,,233,31,,,,,,,,,,,
Kickstarter Link,RPGGeek Item ID,RPGGeek Item Link,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,OSR-Core,OSR-Adjacent
"https://www.kickstarter.com/projects/tinhatgames/urban-heroes?ref=bggforums',",item3163249,,https://www.kicktraq.com/projects/tinhatgames/urban-heroes/,RPG,,,Urban Heroes,May 15 2014,Y,USD,"16,301.00",1,"16,301.00",Y,N,Y,"$16,301",116.00%,Ended,16301,1613497304242,April 5 2014,"A gritty consciousness-blowing tabletop RpG about superheroes, conspiracy theories, physics and the contemporary pop culture.",//s3.amazonaws.com/ksr/projects/922122/photo-small.jpg,,
"https://www.kickstarter.com/projects/1901298620/arkham-fate-accelerated-companion-for-lovecraft-an?ref=bggforums',",item3181486,,https://www.kicktraq.com/projects/1901298620/arkham-fate-accelerated-companion-for-lovecraft-an/,non-5E,https://rpggeek.com/rpg/203/fate-core,,"Arkham, Lovecraft and Cthulhu for Fate RPGs",May 16 2014,Y,USD,"11,851.00",1,"11,851.00",Y,N,Y,"$11,851",237.00%,Ended,11851,1613497304244,April 16 2014,,,,
"https://www.kickstarter.com/projects/1121209158/altais-age-of-ruin-a-dystopian-fantasy-rpg?ref=bggforums',",item3179353,,https://www.kicktraq.com/projects/1121209158/altais-age-of-ruin-a-dystopian-fantasy-rpg/,RPG,,,Altais: Age of Ruin - A dystopian fantasy RPG,May 16 2014,Y,USD,"6,933.00",1,Not Funded,N,Y,N,"$6,933",17.00%,Cancelled,0,1613497304243,April 16 2014,,,,
"https://www.kickstarter.com/projects/jaerdaph/extreme-earth-a-dystopian-superhero-campaign-setti?ref=bggforums',",item3160787,,https://www.kicktraq.com/projects/jaerdaph/extreme-earth-a-dystopian-superhero-campaign-setti/,non-5E,multiple,,EXTREME EARTH: A Dystopian Superhero Campaign Setting,May 17 2014,Y,USD,"9,273.00",1,"9,273.00",Y,N,Y,"$9,273",123.00%,Ended,9273,1613497304247,April 2 2014,EXTREME EARTH is a new Iron Age of Comics supers campaign setting for multiple tabletop RPG systems.,//s3.amazonaws.com/ksr/projects/856369/photo-small.jpg,,
"https://www.kickstarter.com/projects/45510403/phase-shift-the-greatest-ever-sci-fi-fantasy-table?ref=bggforums',",item3182345,,https://www.kicktraq.com/projects/45510403/phase-shift-the-greatest-ever-sci-fi-fantasy-table/,RPG,,,Phase Shift: The Greatest Ever Sci-fi/Fantasy Tabletop RPG,May 17 2014,Y,USD,438.00,1,Not Funded,N,N,N,$438,8.00%,Ended,0,1613497304245,April 17 2014,,,,
"https://www.kickstarter.com/projects/38245749/ingenium-second-edition-epic-fantasy-rpg?ref=bggforums',",item3184190,,https://www.kicktraq.com/projects/38245749/ingenium-second-edition-epic-fantasy-rpg/,RPG,,https://rpggeek.com/rpg/9030/ingenium-fantasy-roleplaying-game,Ingenium Second Edition - Epic Fantasy RPG,May 18 2014,Y,USD,"6,065.00",1,Not Funded,N,N,N,"$6,065",67.00%,Ended,0,1613497304248,April 18 2014,,,,
"https://www.kickstarter.com/projects/1738025468/of-gods-and-heroes-mythic-tabletop-role-playing?ref=bggforums',",item3186909,,https://www.kicktraq.com/projects/1738025468/of-gods-and-heroes-mythic-tabletop-role-playing/,RPG,,,Of Gods & Heroes - Mythic Tabletop Role-Playing,May 18 2014,Y,USD,"2,783.00",1,"2,783.00",Y,N,Y,"$2,783",111.00%,Ended,2783,1613497304250,April 21 2014,,,,
"https://www.kickstarter.com/projects/spqrgames/guild-of-shadows-thieves-guild-campaign-for-savage?ref=bggforums',",item3182754,,https://www.kicktraq.com/projects/spqrgames/guild-of-shadows-thieves-guild-campaign-for-savage/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Guild of Shadows - Thieves Guild Campaign for Savage Worlds,May 19 2014,Y,USD,"9,649.00",1,"9,649.00",Y,N,Y,"$9,649",385.00%,Ended,9649,1613497304252,April 18 2014,,,,
"https://www.kickstarter.com/projects/madoushi/madoushi-a-japanese-learning-tabletop-rpg?ref=bggforums',",item3193147,,https://www.kicktraq.com/projects/madoushi/madoushi-a-japanese-learning-tabletop-rpg/,RPG,,,Madoushi (魔導師) - A japanese learning tabletop RPG,May 22 2014,Y,GBP,"1,979.00",1.6867,Not Funded,N,Y,N,"£1,979",24.00%,Cancelled,0,1613497304254,April 24 2014,,,,
"https://www.kickstarter.com/projects/353110609/simple-system-table-top-roleplaying-game-system?ref=bggforums',",item3190098,,https://www.kicktraq.com/projects/353110609/simple-system-table-top-roleplaying-game-system/,RPG,,,Simple System Table-Top Roleplaying Game System,May 23 2014,Y,USD,"27,810.00",1,"27,810.00",Y,N,Y,"$27,810",1854.00%,Ended,27810,1613497304255,April 23 2014,,,,
"https://www.kickstarter.com/projects/1861515217/gunmans-law-wild-west-shootout-rpg-and-tabletop-ga?ref=bggforums',",item3197774,,https://www.kicktraq.com/projects/1861515217/gunmans-law-wild-west-shootout-rpg-and-tabletop-ga/,RPG,,,Gunman’s Law: Wild West Shootout RPG & Tabletop Game,May 29 2014,Y,USD,"6,486.00",1,"6,486.00",Y,N,Y,"$6,486",1297.00%,Ended,6486,1613497304258,April 29 2014,,,,
"https://www.kickstarter.com/projects/2006204732/wield-a-little-game-about-ancient-powers?ref=bggforums',",item3227515,,https://www.kicktraq.com/projects/2006204732/wield-a-little-game-about-ancient-powers/,RPG,,,Wield: A Little Game about Ancient Powers,May 29 2014,Y,USD,"27,247.00",1,"27,247.00",Y,N,Y,"$27,247",908.00%,Ended,27247,1613497304257,May 14 2014,,,,
"https://www.kickstarter.com/projects/1486366537/world-of-aetaltis-the-temple-of-modren?ref=bggforums',",item3210447,,https://www.kicktraq.com/projects/1486366537/world-of-aetaltis-the-temple-of-modren/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,World of Aetaltis: The Temple of Modren,May 30 2014,Y,USD,"10,554.00",1,"10,554.00",Y,N,Y,"$10,554",301.00%,Ended,10554,1613497304261,May 6 2014,,,,
"https://www.kickstarter.com/projects/641519986/monster-chronicles?ref=bggforums',",item3199072,,https://www.kicktraq.com/projects/641519986/monster-chronicles/,RPG,,,Monster Chronicles,May 30 2014,Y,USD,5.00,1,Not Funded,N,N,N,$5,0.00%,Ended,0,1613497304263,April 30 2014,,,,
"https://www.kickstarter.com/projects/2056655161/pocket-odyssey?ref=bggforums',",item3208012,,https://www.kicktraq.com/projects/2056655161/pocket-odyssey/,RPG,,,Pocket Odyssey,May 30 2014,Y,USD,"63,412.00",1,"63,412.00",Y,N,Y,"$63,412",1268.00%,Ended,63412,1613497304260,May 4 2014,,,,
"https://www.kickstarter.com/projects/josephleebush/wa-the-anime-and-manga-rpg?ref=bggforums',",item3201103,,https://www.kicktraq.com/projects/josephleebush/wa-the-anime-and-manga-rpg/,RPG,,,"Wa, The Anime & Manga RPG",May 30 2014,Y,USD,"3,566.00",1,"3,566.00",Y,N,Y,"$3,566",178.00%,Ended,3566,1613497304265,April 30 2014,,,,
"http://www.kickstarter.com/projects/703093372/concept-cards-plot-hooks-instant-story-inspiration?ref=bggforums',",item3192860,,https://www.kicktraq.com/projects/703093372/concept-cards-plot-hooks-instant-story-inspiration/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Concept Cards - Plot Hooks. Instant story inspiration.,May 31 2014,Y,GBP,"8,470.00",1.675912,"14,194.97",Y,N,Y,"£8,470",941.00%,Ended,14194.97,1613497304268,April 24 2014,,,,
"https://www.kickstarter.com/projects/812349862/epic-rage-the-flagship-title-from-vindicant-game-s?ref=bggforums',",item3200369,,https://www.kicktraq.com/projects/812349862/epic-rage-the-flagship-title-from-vindicant-game-s/,RPG,,,"EPIC RAGE, the flagship title from Vindicant Game Systems",May 31 2014,Y,USD,"1,117.00",1,Not Funded,N,N,N,"$1,117",22.00%,Ended,0,1613497304270,May 1 2014,,,,
"https://www.kickstarter.com/projects/388563595/theres-a-game-in-this-book?ref=bggforums',",item3184124,,https://www.kicktraq.com/projects/388563595/theres-a-game-in-this-book/,RPG,,,There's a Game in this Book,May 31 2014,Y,USD,"11,414.00",1,"11,414.00",Y,N,Y,"$11,414",380.00%,Ended,11414,1613497304266,April 15 2014,,,,
"https://www.kickstarter.com/projects/186293494/outbreak-deep-space-a-sci-fi-survival-horror-rpg?ref=bggforums',",item3204867,,https://www.kicktraq.com/projects/186293494/outbreak-deep-space-a-sci-fi-survival-horror-rpg/,RPG,,,"Outbreak: Deep Space - A ""Sci-Fi Survival Horror RPG""",June 1 2014,Y,USD,"17,395.00",1,"17,395.00",Y,N,Y,"$17,395",217.00%,Ended,17395,1613497304271,May 3 2014,,,,
"https://www.kickstarter.com/projects/676918054/castles-and-crusades?ref=bggforums',",item3197546,,https://www.kicktraq.com/projects/676918054/castles-and-crusades/,non-5E,https://rpggeek.com/rpg/509/castles-crusades,,Castles & Crusades,June 2 2014,Y,USD,"83,573.00",1,"83,573.00",Y,N,Y,"$83,573",557.00%,Ended,83573,1613497304274,April 28 2014,,,,1
"https://www.kickstarter.com/projects/1409961192/dungeon-crawl-classics-the-chained-coffin?ref=bggforums',",item3204860,,https://www.kicktraq.com/projects/1409961192/dungeon-crawl-classics-the-chained-coffin/,non-5E,https://rpggeek.com/rpg/10737/dungeon-crawl-classics-role-playing-game,,Dungeon Crawl Classics: The Chained Coffin,June 2 2014,Y,USD,"38,238.00",1,"38,238.00",Y,N,Y,"$38,238",955.00%,Ended,38238,1613497304272,May 3 2014,,,,1
"https://www.kickstarter.com/projects/herogames/fantasy-hero-complete?ref=bggforums',",item3201143,,https://www.kicktraq.com/projects/herogames/fantasy-hero-complete/,non-5E,https://rpggeek.com/rpg/6566/fantasy-hero-hero-system-6,,Fantasy Hero Complete,June 2 2014,Y,USD,"20,125.00",1,"20,125.00",Y,N,Y,"$20,125",134.00%,Ended,20125,1613497304276,May 1 2014,,,,
"https://www.kickstarter.com/projects/899446554/garps-the-generic-anime-roleplaying-system?ref=bggforums',",item3212563,,https://www.kicktraq.com/projects/899446554/garps-the-generic-anime-roleplaying-system/,RPG,,,GARPS: The Generic Anime Roleplaying System,June 5 2014,Y,USD,65.00,1,Not Funded,N,Y,N,$65,6.00%,Cancelled,0,1613497304277,May 6 2014,,,,
"https://www.kickstarter.com/projects/caoimhe/the-queens-cavaliers-rpg?ref=bggforums',",item3212565,,https://www.kicktraq.com/projects/caoimhe/the-queens-cavaliers-rpg/,RPG,,,The Queen's Cavaliers RPG,June 6 2014,Y,USD,"19,135.00",1,"19,135.00",Y,N,Y,"$19,135",478.00%,Ended,19135,1613497304279,May 7 2014,,,,
"https://www.kickstarter.com/projects/507096218/draw52-the-lightweight-role-playing-game?ref=bggforums',",item3222499,,https://www.kicktraq.com/projects/507096218/draw52-the-lightweight-role-playing-game/,RPG,,,Draw52 - The Lightweight Role Playing Game,8 Jun 2014,Y,USD,462.00,1,Not Funded,N,N,N,$462,2.00%,Ended,0,1613497304282,May 9 2014,,,,
"https://www.kickstarter.com/projects/knarrpress/legend-fantasy-rpg-in-the-world-of-thera?ref=bggforums',",item3222494,,https://www.kicktraq.com/projects/knarrpress/legend-fantasy-rpg-in-the-world-of-thera/,RPG,,,Legend: Fantasy RPG in the World of Thera,June 8 2014,Y,USD,162.00,1,Not Funded,N,N,N,$162,0.00%,Ended,0,1613497304281,May 9 2014,,,,
"https://www.kickstarter.com/projects/381911690/a-world-of-dew-a-samurai-noir-role-playing-game?ref=bggforums',",item3226139,,https://www.kicktraq.com/projects/381911690/a-world-of-dew-a-samurai-noir-role-playing-game/,non-5E,https://rpggeek.com/rpg/5665/blood-honor,,A World of Dew - A Samurai Noir Role-Playing Game,June 9 2014,Y,USD,"22,202.00",1,"22,202.00",Y,N,Y,"$22,202",1110.00%,Ended,22202,1613497304283,May 13 2014,,,,
https://www.kickstarter.com/projects/303957694/excalibur-a-new-experience-in-role-playing-games?ref=bggforums,item3173691,,https://www.kicktraq.com/projects/303957694/excalibur-a-new-experience-in-role-playing-games/,RPG,,,Excalibur - A New Experience In Role Playing Games,June 10 2014,Y,USD,25.00,1,Not Funded,N,N,N,$25,0.00%,Ended,0,1613497304285,April 11 2014,Excalibur is a new addition to Role Playing Games which is designed to challenge the imagination and explore new fantasy roles.,//s3.amazonaws.com/ksr/projects/926507/photo-small.jpg,,
"https://www.kickstarter.com/projects/1910926153/opposing-forces-powered-by-fate-core?ref=bggforums',",item3224586,,https://www.kicktraq.com/projects/1910926153/opposing-forces-powered-by-fate-core/,non-5E,https://rpggeek.com/rpg/203/fate-core,,Opposing Forces powered by Fate Core,June 11 2014,Y,USD,"2,282.00",1,"2,282.00",Y,N,Y,"$2,282",152.00%,Ended,2282,1613497304287,May 12 2014,,,,
"https://www.kickstarter.com/projects/514865806/vampire-hunt-rpg-scenario?ref=bggforums',",item3224583,,https://www.kicktraq.com/projects/514865806/vampire-hunt-rpg-scenario/,non-5E,https://rpggeek.com/rpg/37197/ancient-steel-horror,,Vampire Hunt RPG scenario,June 11 2014,Y,USD,263.00,1,263.00,Y,N,Y,$263,116.00%,Ended,263,1613497304286,May 12 2014,,,,
"https://www.kickstarter.com/projects/545820095/east-texas-university-savage-worlds/?ref=bggforums',",item3225176,,https://www.kicktraq.com/projects/545820095/east-texas-university-savage-worlds/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,East Texas University - Savage Worlds,June 12 2014,Y,USD,"54,239.00",1,"54,239.00",Y,N,Y,"$54,239",903.00%,Ended,54239,1613497304290,May 13 2014,,,,
"https://www.kickstarter.com/projects/962794554/strange-brew-pathfinder-the-ultimate-witch-and-war?ref=bggforums',",item3224588,,https://www.kicktraq.com/projects/962794554/strange-brew-pathfinder-the-ultimate-witch-and-war/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Strange Brew (Pathfinder): The Ultimate Witch & Warlock,June 12 2014,Y,USD,"9,194.00",1,"9,194.00",Y,N,Y,"$9,194",141.00%,Ended,9194,1613497304289,May 13 2014,,,,
"https://www.kickstarter.com/projects/anthroposgames/fantaji-universal-role-playing-system?ref=bggforums',",item3213734,,https://www.kicktraq.com/projects/anthroposgames/fantaji-universal-role-playing-system/,RPG,,,Fantaji Universal Role-Playing System,June 12 2014,Y,USD,"6,553.00",1,"6,553.00",Y,N,Y,"$6,553",192.00%,Ended,6553,1613497304288,May 7 2014,,,,
"https://www.kickstarter.com/projects/804836187/nova-praxis-savage-worlds-edition/?ref=bggforums',",item3225841,,https://www.kicktraq.com/projects/804836187/nova-praxis-savage-worlds-edition/,RPG,,https://rpggeek.com/rpgsystem/517/savage-worlds,Nova Praxis - Savage Worlds Edition,June 12 2014,Y,USD,"12,062.00",1,"12,062.00",Y,N,Y,"$12,062",185.00%,Ended,12062,1613497304294,May 13 2014,,,,
"https://www.kickstarter.com/projects/2092558243/orbis-aerden-reign-of-the-accursed?ref=bggforums',",item3232223,,https://www.kicktraq.com/projects/2092558243/orbis-aerden-reign-of-the-accursed/,RPG,,,Orbis Aerden: Reign of the Accursed,June 15 2014,Y,GBP,"9,322.00",1.69723,Not Funded,N,N,N,"£9,322",51.00%,Ended,0,1613497304295,May 16 2014,,,,
https://www.kickstarter.com/projects/2146192045/children-of-bal-ghul-one-vs-one-gaming-adventure-m?ref=bggforums,item3234315,,https://www.kicktraq.com/projects/2146192045/children-of-bal-ghul-one-vs-one-gaming-adventure-m/,non-5E,???,,Children of Bal-Ghul - One vs. One Gaming Adventure Module,June 16 2014,Y,USD,551.00,1,Not Funded,N,N,N,$551,11.00%,Ended,0,1613497304299,May 17 2014,,,,
"https://www.kickstarter.com/projects/raexgames/kromore?ref=bggforums',",item3213729,,https://www.kicktraq.com/projects/raexgames/kromore/,RPG,,,Kromore,June 16 2014,Y,USD,"24,924.00",1,"24,924.00",Y,N,Y,"$24,924",249.00%,Ended,24924,1613497304296,May 7 2014,,,,
"https://www.kickstarter.com/projects/1078944858/the-godsfall-an-epic-post-apocalyptic-fantasy-rpg?ref=bggforums',",item3232576,,https://www.kicktraq.com/projects/1078944858/the-godsfall-an-epic-post-apocalyptic-fantasy-rpg/,RPG,,,The GODSFALL - an epic post-apocalyptic fantasy rpg,June 16 2014,Y,EUR,"8,113.00",1.3572,"11,010.96",Y,N,Y,"€8,113",338.00%,Ended,11010.96,1613497304297,May 16 2014,,,,
"https://www.kickstarter.com/projects/762072381/throcksburg-a-fantasy-location-pwyw?ref=bggforums',",item3246792,,https://www.kicktraq.com/projects/762072381/throcksburg-a-fantasy-location-pwyw/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Throcksburg - a fantasy location - PWYW,17 Jun 2014,Y,USD,6.00,1,Not Funded,N,N,N,$6,6.00%,Ended,0,1613497304300,May 24 2014,,,,
"https://www.kickstarter.com/projects/1880202247/the-evolve-narrative-gaming-system?ref=bggforums',",item3182350,,https://www.kicktraq.com/projects/1880202247/the-evolve-narrative-gaming-system/,RPG,,,The Evolve Narrative Gaming System,June 17 2014,Y,USD,"4,790.00",1,"4,790.00",Y,N,Y,"$4,790",159.00%,Ended,4790,1613497304302,April 18 2014,,,,
"https://www.kickstarter.com/projects/eloylasanta/infestation-a-game-of-bugs-and-heroes-from-third-e?ref=bggforums',",item3252379,,https://www.kicktraq.com/projects/eloylasanta/infestation-a-game-of-bugs-and-heroes-from-third-e/,RPG,,,"Infestation, A Game of Bugs and Heroes from Third Eye Games",June 18 2014,Y,USD,"2,614.00",1,"2,614.00",Y,N,Y,"$2,614",104.00%,Ended,2614,1613497304304,May 29 2014,,,,
"https://www.kickstarter.com/projects/2142616695/orthodoxy-an-rpg-about-the-politics-of-reconstruct?ref=bggforums',",item3238964,,https://www.kicktraq.com/projects/2142616695/orthodoxy-an-rpg-about-the-politics-of-reconstruct/,RPG,,,Orthodoxy: An RPG about the Politics of Reconstruction,June 19 2014,Y,USD,"1,898.00",1,"1,898.00",Y,N,Y,"$1,898",126.00%,Ended,1898,1613497304306,May 20 2014,,,,
"https://www.kickstarter.com/projects/calicogames/short-order-heroes-genre-pack?ref=bggforums',",item3242191,,https://www.kicktraq.com/projects/calicogames/short-order-heroes-genre-pack/,non-5E,https://rpggeek.com/rpg/24241/short-order-heroes,,Short Order Heroes: Genre Pack,June 20 2014,Y,USD,"1,842.00",1,Not Funded,N,Y,N,"$1,842",18.00%,Cancelled,0,1613497304308,May 22 2014,,,,
"https://www.kickstarter.com/projects/michaelbielaczyc/the-ferryport-adventures-a-pathfinder-rpg-adventur?ref=bggforums',",item3250699,,https://www.kicktraq.com/projects/michaelbielaczyc/the-ferryport-adventures-a-pathfinder-rpg-adventur/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,The Ferryport Adventures - A Pathfinder RPG Adventure,21 Jun 2014,Y,USD,"2,036.00",1,"2,036.00",Y,N,Y,"$2,036",290.00%,Ended,2036,1613497304310,May 27 2014,,,,
"https://www.kickstarter.com/projects/1116606684/heros-journey-a-tabletop-rpg-of-myth-and-legend?ref=bggforums',",item3243217,,https://www.kicktraq.com/projects/1116606684/heros-journey-a-tabletop-rpg-of-myth-and-legend/,RPG,,,Hero's Journey: A Tabletop RPG of Myth and Legend,21 Jun 2014,Y,USD,"21,003.00",1,"21,003.00",Y,N,Y,"$21,003",420.00%,Ended,21003,1613497304309,May 22 2014,,,,
"https://www.kickstarter.com/projects/1409961192/age-of-cthulhu-8-starfall-over-the-plateau-of-leng?ref=bggforums',",item3254923,,https://www.kicktraq.com/projects/1409961192/age-of-cthulhu-8-starfall-over-the-plateau-of-leng/,non-5E,https://rpggeek.com/rpg/23113/call-cthulhu-7th-edition,,Age of Cthulhu 8: Starfall Over the Plateau of Leng,22 Jun 2014,Y,USD,"10,536.00",1,"10,536.00",Y,N,Y,"$10,536",351.00%,Ended,10536,1613497304313,May 30 2014,,,,
"https://www.kickstarter.com/projects/1269000670/atlantis-theragraphica?ref=bggforums',",item3243219,,https://www.kicktraq.com/projects/1269000670/atlantis-theragraphica/,non-5E,https://rpggeek.com/rpg/25511/atlantis-second-age-2nd-edition,,ATLANTIS: Theragraphica,June 22 2014,Y,USD,"10,246.00",1,"10,246.00",Y,N,Y,"$10,246",136.00%,Ended,10246,1613497304311,May 23 2014,,,,
"https://www.kickstarter.com/projects/666449184/steamcraft-rpg-the-supplements-edition?ref=bggforums',",item3232220,,https://www.kicktraq.com/projects/666449184/steamcraft-rpg-the-supplements-edition/,non-5E,https://rpggeek.com/rpg/22243/steamcraft,,SteamCraft RPG: The Supplements Edition,June 23 2014,Y,USD,"2,412.00",1,"2,412.00",Y,N,Y,"$2,412",283.00%,Ended,2412,1613497304315,May 16 2014,,,,
"https://www.kickstarter.com/projects/gothicpie/traps-and-treasures-playing-cards?ref=bggforums',",item3253282,,https://www.kicktraq.com/projects/gothicpie/traps-and-treasures-playing-cards/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Traps and Treasures playing cards,June 28 2014,Y,GBP,"1,162.00",1.703809,Not Funded,N,Y,N,"£1,162",19.00%,Cancelled,0,1613497304316,May 29 2014,,,,
"https://www.kickstarter.com/projects/gamingpaper/gaming-paper-megadungeon-3-sewers?ref=bggforums',",item3254915,,https://www.kicktraq.com/projects/gamingpaper/gaming-paper-megadungeon-3-sewers/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Gaming Paper Megadungeon 3 - Sewers,June 29 2014,Y,USD,"16,109.00",1,"16,109.00",Y,N,Y,"$16,109",732.00%,Ended,16109,1613497304318,May 30 2014,,,,
"https://www.kickstarter.com/projects/1287928832/urban-shadows-rpg?ref=bggforums',",item3260341,,https://www.kicktraq.com/projects/1287928832/urban-shadows-rpg/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,Urban Shadows RPG,29 Jun 2014,Y,USD,"35,209.00",1,"35,209.00",Y,N,Y,"$35,209",1173.00%,Ended,35209,1613497304320,June 3 2014,,,,
"https://www.kickstarter.com/projects/knightgames/red-dragons-lair-role-playing-game-and-adventure-c?ref=bggforums',",item3254926,,https://www.kicktraq.com/projects/knightgames/red-dragons-lair-role-playing-game-and-adventure-c/,RPG,,,Red Dragon's Lair Role Playing Game & Adventure Card Game,July 1 2014,Y,USD,"4,624.00",1,"4,624.00",Y,N,Y,"$4,624",462.00%,Ended,4624,1613497304321,May 31 2014,,,,
"https://www.kickstarter.com/projects/200664283/deluxe-w20-book-of-the-wyrm?ref=bggforums',",item3260331,,https://www.kicktraq.com/projects/200664283/deluxe-w20-book-of-the-wyrm/,non-5E,https://rpggeek.com/rpg/370/werewolf-apocalypse,,Deluxe W20 Book of the Wyrm,July 3 2014,Y,USD,"103,135.00",1,"103,135.00",Y,N,Y,"$103,135",257.00%,Ended,103135,1613497304322,June 3 2014,,,,
"https://www.kickstarter.com/projects/1735046512/servants-of-the-cinder-queen?ref=bggforums',",item3260336,,https://www.kicktraq.com/projects/1735046512/servants-of-the-cinder-queen/,non-5E,https://rpggeek.com/rpg/11105/dungeon-world,,Servants of the Cinder Queen,4 Jul 2014,Y,USD,"4,654.00",1,"4,654.00",Y,N,Y,"$4,654",290.00%,Ended,4654,1613497304323,June 4 2014,,,,
"https://www.kickstarter.com/projects/diamondblood/those-who-play-a-narrative-focused-role-playing-sy?ref=bggforums',",item3263141,,https://www.kicktraq.com/projects/diamondblood/those-who-play-a-narrative-focused-role-playing-sy/,RPG,,,Those Who Play - A Narrative Focused Role Playing System,4 Jul 2014,Y,GBP,"1,046.00",1.71579,"1,794.72",Y,N,Y,"£1,046",116.00%,Ended,1794.72,1613497304324,June 4 2014,,,,
"https://www.kickstarter.com/projects/33001475/realm-of-strife-a-tabletop-rpg-of-limitless-strate?ref=bggforums',",item3263170,,https://www.kicktraq.com/projects/33001475/realm-of-strife-a-tabletop-rpg-of-limitless-strate/,RPG,,,Realm of Strife: A Tabletop RPG of Limitless Strategy,July 6 2014,Y,USD,"7,466.00",1,"7,466.00",Y,N,Y,"$7,466",106.00%,Ended,7466,1613497304326,June 6 2014,,,,
"https://www.kickstarter.com/projects/1801630747/primetime-adventures?ref=bggforums',",item3267400,,https://www.kicktraq.com/projects/1801630747/primetime-adventures/,non-5E,https://rpggeek.com/rpg/840/primetime-adventures-1st-2nd-and-3rd-editions,,Primetime Adventures,July 9 2014,Y,USD,"30,013.00",1,"30,013.00",Y,N,Y,"$30,013",600.00%,Ended,30013,1613497304327,June 9 2014,,,,
https://www.kickstarter.com/projects/224492525/ponyfinder-griffons-of-everglow?ref=bggforums,item3263957,,https://www.kicktraq.com/projects/224492525/ponyfinder-griffons-of-everglow/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Ponyfinder: Griffons of Everglow,July 11 2014,Y,USD,"20,032.00",1,"20,032.00",Y,N,Y,"$20,032",569.00%,Ended,20032,1613497304332,June 6 2014,,,,
"https://www.kickstarter.com/projects/calicogames/short-order-heroes-locations?ref=bggforums',",item3267418,,https://www.kicktraq.com/projects/calicogames/short-order-heroes-locations/,non-5E,https://rpggeek.com/rpg/24241/short-order-heroes,,Short Order Heroes: Locations,July 11 2014,Y,USD,"3,972.00",1,Not Funded,N,N,N,"$3,972",79.00%,Ended,0,1613497304329,June 9 2014,,,,
"https://www.kickstarter.com/projects/2111664817/forge-of-valor-an-rpg-of-vices-virtues-and-loyalty?ref=bggforums',",item3263150,,https://www.kicktraq.com/projects/2111664817/forge-of-valor-an-rpg-of-vices-virtues-and-loyalty/,RPG,,,"Forge of Valor: an RPG of vices, virtues, and loyalty",11 Jul 2014,Y,USD,920.00,1,Not Funded,N,Y,N,$920,9.00%,Cancelled,0,1613497304330,June 5 2014,,,,
https://www.kickstarter.com/projects/lordpelius/galactic-baroque-rpg-universe-generator?ref=bggforums,item3297933,,https://www.kicktraq.com/projects/lordpelius/galactic-baroque-rpg-universe-generator/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Galactic Baroque RPG Universe Generator,12 Jul 2014,Y,USD,"1,195.00",1,"1,195.00",Y,N,Y,"$1,195",119.00%,Ended,1195,1613497304333,June 12 2014,,,,
"https://www.kickstarter.com/projects/218255739/toolcards-2-its-time-to-be-a-gamemaster-again?ref=bggforums',",item3282829,,https://www.kicktraq.com/projects/218255739/toolcards-2-its-time-to-be-a-gamemaster-again/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Toolcards 2: It's Time to be a Gamemaster Again,July 16 2014,Y,USD,"7,033.00",1,"7,033.00",Y,N,Y,"$7,033",703.00%,Ended,7033,1613497304334,June 18 2014,,,,
"https://www.kickstarter.com/projects/2068026266/backstory-cards?ref=bggforums',",item3278874,,https://www.kicktraq.com/projects/2068026266/backstory-cards/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Backstory Cards,July 18 2014,Y,USD,"24,790.00",1,"24,790.00",Y,N,Y,"$24,790",495.00%,Ended,24790,1613497304335,June 16 2014,,,,
"https://www.kickstarter.com/projects/1409961192/maximum-xcrawl-powered-by-pathfinder?ref=bggforums',",item3286628,,https://www.kicktraq.com/projects/1409961192/maximum-xcrawl-powered-by-pathfinder/,RPG,,https://rpggeek.com/rpgsystem/2789/pathfinder-system,Maximum Xcrawl: Powered by Pathfinder,21 Jul 2014,Y,USD,"18,847.00",1,"18,847.00",Y,N,Y,"$18,847",471.00%,Ended,18847,1613497304337,June 21 2014,,,,
