GameOnTabletop Link,RPGGeek List Item,Type,Non-5E: For RPG,RPG: related to,Project Name,Ended Date,Funding Level,Project Status,Currency,Funding Level,Exchange Rate,FundingLevelUSD,OSR Original,OSR Scene
https://www.gameontabletop.com/cf296/pathfinder-stella-infranta-omnibus.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921840#11921840,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder: Stella Infranta (Omnibus),February 5 2020,"€9,995.00",Project Ended,EUR,"9,995.00",1.1000,"$10,994.50",,
https://www.gameontabletop.com/cf282/torg-eternity.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921843#11921843,non-5E,https://rpggeek.com/rpg/42049/torg-eternity,,TORG Eternity,December 9 2019,"€49,618.00",Project Ended,EUR,"49,618.00",1.1064,"$54,896.86",,
https://www.gameontabletop.com/cf252/milan-das-rollenspiel.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921853#11921853,RPG,,,Milan,January 31 2020,"€4,554.00",Project Ended,EUR,"4,554.00",1.1095,"$5,052.62",,
https://www.gameontabletop.com/cf188/ragnarok-darkrunes.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921855#11921855,non-5E,not in database,,Ragnarok - Darkrunes,December 10 2019,"€7,094.00",Project Ended,EUR,"7,094.00",1.1092,"$7,868.66",,
https://www.gameontabletop.com/cf237/les-encages.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921858#11921858,non-5E,https://rpggeek.com/rpg/37225/the-cthulhu-hack,,Les encagés,November 18 2019,"€40,025.00",Project Ended,EUR,"40,025.00",1.1072,"$44,313.68",,
https://www.gameontabletop.com/cf183/trudvang-chronicles-le-jeu-de-role.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921862#11921862,RPG,,,TRUDVANG Chronicles - le jeu de rôle,October 15 2019,"€80,706.00",Project Ended,EUR,"80,706.00",1.1034,"$89,051.00",,
https://www.gameontabletop.com/cf238/le-cabinet-des-murmures.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921863#11921863,RPG,,,Le Cabinet des murmures – Hantises,October 20 2019,"€15,726.00",Project Ended,EUR,"15,726.00",1.1154,"$17,540.78",,
https://www.gameontabletop.com/cf359/sepulcher-of-the-sorceress-queen.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921867#11921867,non-5E,https://rpggeek.com/rpg/17427/adventurer-conqueror-king-system,,Sepulcher of the Sorceress-Queen,September 14 2019,"$2,935.00",Project Ended,USD,"2,935.00",1.0000,"$2,935.00",,
https://www.gameontabletop.com/cf200/pathfinder-ascesa-dei-signori-delle-rune-ristampa.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921877#11921877,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder: Ascesa dei Signori delle Rune (ristampa),July 9 2019,"€9,655.00",Project Ended,EUR,"9,655.00",1.1203,"$10,816.50",,
https://www.gameontabletop.com/cf192/libri-monstrorum.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921880#11921880,non-5E,https://rpggeek.com/rpg/37225/the-cthulhu-hack,,Libri Monstrorum,June 14 2019,"€25,567.00",Project Ended,EUR,"25,567.00",1.1236,"$28,727.08",,
https://www.gameontabletop.com/cf177/bitume.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921883#11921883,RPG,,https://rpggeek.com/rpg/26949/chroniques-oubliees-fantasy,Bitume,May 31 2019,"€77,479.00",Project Ended,EUR,"77,479.00",1.1197,"$86,753.24",,
https://www.gameontabletop.com/cf176/mythos.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921885#11921885,non-5E,https://rpggeek.com/rpg/62128/sandy-petersens-cthulhu-mythos-dsa5,,Mythos,May 1 2019,"€23,995.00",Project Ended,EUR,"23,995.00",1.1200,"$26,874.40",,
https://www.gameontabletop.com/cf189/dark-conspiracy-a-roleplaying-game-of-supernatural-horror.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921889#11921889,RPG,,,Dark Conspiracy - A Roleplaying Game of Supernatural Horror,May 7 2019,"$37,032.00",Project Ended,USD,"37,032.00",1.0000,"$37,032.00",,
https://www.gameontabletop.com/cf180/starfinder-wider-den-aionenthron.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921893#11921893,non-5E,https://rpggeek.com/rpg/41351/starfinder-roleplaying-game,,Starfinder - Wider den Aionenthron,April 10 2019,"€15,839.00",Project Ended,EUR,"15,839.00",1.1276,"$17,859.74",,
https://www.gameontabletop.com/cf174/pax-elfica.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921896#11921896,RPG,,,Pax Elfica,April 19 2019,"€70,559.00",Project Ended,EUR,"70,559.00",1.1245,"$79,343.60",,
https://www.gameontabletop.com/cf173/insectopia-la-communaute.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921900#11921900,non-5E,not in database,,Insectopia - La communauté,April 25 2019,"€30,373.00",Project Ended,EUR,"30,373.00",1.1136,"$33,823.07",,
https://www.gameontabletop.com/cf168/nautilus.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921909#11921909,RPG,,,Nautilus,April 5 2019,"€44,725.00",Project Ended,EUR,"44,725.00",1.1231,"$50,230.65",,
https://www.gameontabletop.com/cf123/quantiques-realite-alteree.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921924#11921924,RPG,,,Quantiques - réalité altérée,March 18 2019,"€8,525.00",Project Ended,EUR,"8,525.00",1.1336,"$9,663.51",,
https://www.gameontabletop.com/cf172/pathfinder-runenherrscher.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921926#11921926,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder: Runenherrsche,February 27 2019,"€75,607.00",Project Ended,EUR,"75,607.00",1.1380,"$86,036.99",,
https://www.gameontabletop.com/cf170/dieux-ennemis-la-justice.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921976#11921976,non-5E,https://rpggeek.com/rpg/667/enemy-gods,,Dieux Ennemis (La Justice),February 8 2019,"€7,350.00",Project Ended,EUR,"7,350.00",1.1334,"$8,330.49",,
https://www.gameontabletop.com/cf140/die-schwarze-katze.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921985#11921985,RPG,,,Die Schwarze Katze,March 27 2019,"€177,193.00",Project Ended,EUR,"177,193.00",1.1251,"$199,359.84",,
https://www.gameontabletop.com/cf157/shadowrun-anarchy.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921986#11921986,non-5E,https://rpggeek.com/rpg/37889/shadowrun-anarchy,,Shadowrun Anarchy,December 7 2018,"€58,881.00",Project Ended,EUR,"58,881.00",1.1381,"$67,012.47",,
https://www.gameontabletop.com/cf163/hope-glory-steampunk-r-evolution.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921992#11921992,non-5E,https://rpggeek.com/rpg/78185/savage-worlds-adventure-edition-swade,,Hope & Glory - Steampunk (R)Evolution,January 10 2019,"€4,063.00",Project Ended,EUR,"4,063.00",1.1507,"$4,675.29",,
https://www.gameontabletop.com/cf146/la-chute-de-delta-green.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11921997#11921997,non-5E,https://rpggeek.com/rpg/49003/the-fall-of-delta-green,,La Chute de DELTA GREEN,January 7 2019,"€16,210.00",Project Ended,EUR,"16,210.00",1.1479,"$18,607.46",,
https://www.gameontabletop.com/cf154/knight-la-geste-de-la-fin-des-temps.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922002#11922002,non-5E,https://rpggeek.com/rpg/57444/knight,,Knight : La Geste de la fin des temps,December 27 2018,"€157,086.00",Project Ended,EUR,"157,086.00",1.1430,"$179,552.44",,
https://www.gameontabletop.com/cf149/icons-rassemblement.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922004#11922004,non-5E,https://rpggeek.com/rpg/4630/icons,,Icons : rassemblement !,November 20 2018,"€15,320.00",Project Ended,EUR,"15,320.00",1.1372,"$17,421.29",,
https://www.gameontabletop.com/cf148/les-oublies.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922010#11922010,RPG,,,Les Oubliés - Félons,December 12 2018,"€28,944.00",Project Ended,EUR,"28,944.00",1.1373,"$32,917.14",,
https://www.gameontabletop.com/cf150/hexxen-1733-hexenjagd.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922014#11922014,non-5E,https://rpggeek.com/rpg/47185/hexxen-1733,,HeXXen 1733 - Hexenjagd,November 7 2018,"€74,893.00",Project Ended,EUR,"74,893.00",1.1434,"$85,632.66",,
https://www.gameontabletop.com/cf143/pathfinder-libro-dei-salvatori.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922016#11922016,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,"Pathfinder, Libro dei Salvatori",December 3 2018,"€4,133.00",Project Ended,EUR,"4,133.00",1.1354,"$4,692.61",,
https://www.gameontabletop.com/cf147/spherechild.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922018#11922018,RPG,,,Spherechild,November 19 2018,"€3,335.00",Project Ended,EUR,"3,335.00",1.1454,"$3,819.94",,
https://www.gameontabletop.com/cf144/symbaroum-karvosti.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922022#11922022,non-5E,https://rpggeek.com/rpg/28932/symbaroum,,Symbaroum : Karvosti,December 3 2018,"€145,610.00",Project Ended,EUR,"145,610.00",1.1354,"$165,325.59",,
https://www.gameontabletop.com/cf139/abstract-donjon.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922028#11922028,non-5E,https://rpggeek.com/rpg/27028/abstract-dungeon,,Abstract Donjon,October 12 2018,"€24,815.00",Project Ended,EUR,"24,815.00",1.1574,"$28,720.88",,
https://www.gameontabletop.com/cf145/longue-ville.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922035#11922035,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Longue-Ville,October 19 2018,"€22,226.00",Project Ended,EUR,"22,226.00",1.1529,"$25,624.36",,
https://www.gameontabletop.com/cf131/handbucher-des-drachen-ii.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922040#11922040,non-5E,https://rpggeek.com/rpg/1235/books-about-roleplaying-games,,Handbücher des Drachen II,October 3 2018,"€25,803.00",Project Ended,EUR,"25,803.00",1.1474,"$29,606.36",,
https://www.gameontabletop.com/cf141/macchabees.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922041#11922041,RPG,,,Macchabées,November 5 2018,"€6,963.00",Project Ended,EUR,"6,963.00",1.1409,"$7,944.09",,
https://www.gameontabletop.com/cf110/zonakron-valliance.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922042#11922042,5E,,,Zonakron - Valliance,October 17 2018,"€2,558.00",Project Ended,EUR,"2,558.00",1.1500,"$2,941.73",,
https://www.gameontabletop.com/cf133/starfinder-paktwelten.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922043#11922043,non-5E,https://rpggeek.com/rpg/41351/starfinder-roleplaying-game,,Starfinder - Paktwelten,September 26 2018,"€33,126.00",Project Ended,EUR,"33,126.00",1.1748,"$38,915.43",,
https://www.gameontabletop.com/cf137/chroniques-oubliees-vengeance.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922045#11922045,non-5E,https://rpggeek.com/rpg/26949/chroniques-oubliees-fantasy,,Chroniques Oubliées • Vengeance,September 24 2018,"€38,083.00",Project Ended,EUR,"38,083.00",1.1752,"$44,755.14",,
https://www.gameontabletop.com/cf104/skull-bones-1918.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922046#11922046,non-5E,https://rpggeek.com/rpg/28428/skull-and-bones,,Skull & Bones (1918),September 16 2018,"€7,448.00",Project Ended,EUR,"7,448.00",1.1627,"$8,659.79",,
https://www.gameontabletop.com/cf128/torg-eternity-de.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922050#11922050,non-5E,https://rpggeek.com/rpg/42049/torg-eternity,,Torg Eternity - DE,August 15 2018,"€25,478.00",Project Ended,EUR,"25,478.00",1.1340,"$28,892.82",,
https://www.gameontabletop.com/cf125/berlin-xviii.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922062#11922062,RPG,,,Berlin XVIII,December 11 2018,"€25,451.00",Project Ended,EUR,"25,451.00",1.1322,"$28,816.13",,
https://www.gameontabletop.com/cf99/coriolis-late-pledge.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922077#11922077,non-5E,https://rpggeek.com/rpg/43640/coriolis-the-third-horizon,,Coriolis + Late Pledge,September 10 2018,"€86,110.00",Project Ended,EUR,"86,110.00",1.1593,"$99,829.05",,
https://www.gameontabletop.com/cf83/havena-versunkene-geheimnisse.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922078#11922078,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,Havena - Versunkene Geheimnisse,July 18 2018,"€196,287.00",Project Ended,EUR,"196,287.00",1.1645,"$228,572.29",,
https://www.gameontabletop.com/cf121/paranoia-freigabe-rot.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922080#11922080,non-5E,https://rpggeek.com/rpg/26094/paranoia-rebooted,,Paranoia - Freigabe Rot,July 18 2018,"€33,884.00",Project Ended,EUR,"33,884.00",1.1645,"$39,457.24",,
https://www.gameontabletop.com/cf122/pathfinder-krieg-um-die-krone.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922081#11922081,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Pathfinder: Krieg um die Krone,September 3 2018,"€44,996.00",Project Ended,EUR,"44,996.00",1.1615,"$52,262.40",,
https://www.gameontabletop.com/cf116/the-strange-fr.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922082#11922082,non-5E,https://rpggeek.com/rpg/25668/the-strange,,The Strange (FR),July 2 2018,"€27,440.00",Project Ended,EUR,"27,440.00",1.1640,"$31,940.16",,
https://www.gameontabletop.com/cf87/tecumah-gulch-edition-far-west.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922084#11922084,non-5E,https://rpggeek.com/rpg/43077/tecumah-gulch,,Tecumah Gulch - Edition Far West,July 9 2018,"€24,007.00",Project Ended,EUR,"24,007.00",1.1756,"$28,222.63",,
https://www.gameontabletop.com/cf118/l-affaire-deluze.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922086#11922086,non-5E,https://rpggeek.com/rpg/37225/the-cthulhu-hack,,L'Affaire Deluze,June 18 2018,"€43,942.00",Project Ended,EUR,"43,942.00",1.1630,"$51,103.23",,
https://www.gameontabletop.com/cf112/les-chants-de-loss.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922088#11922088,RPG,,,Les Chants de Loss,June 7 2018,"€50,731.00",Project Ended,EUR,"50,731.00",1.1792,"$59,822.00",,
https://www.gameontabletop.com/cf113/monstrueusement-mignons.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922090#11922090,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Monstrueusement Mignons,May 28 2018,"€28,048.00",Project Ended,EUR,"28,048.00",1.1626,"$32,608.60",,
https://www.gameontabletop.com/cf107/vampire-die-jubilaumsausgaben.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922091#11922091,non-5E,https://rpggeek.com/rpg/386/vampire-the-dark-ages,,Vampire: Die Jubiläumsausgaben,May 9 2018,"€114,380.00",Project Ended,EUR,"114,380.00",1.1847,"$135,500.27",,
https://www.gameontabletop.com/cf100/meute.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922097#11922097,RPG,,,Meute,April 5 2018,"€16,518.00",Project Ended,EUR,"16,518.00",1.2251,"$20,236.04",,
https://www.gameontabletop.com/cf98/deadlands-reloaded-le-deluge-les-derniers-fils.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922101#11922101,non-5E,https://rpggeek.com/rpg/518/deadlands-reloaded,,Deadlands Reloaded • Le Déluge & Les Derniers fils,March 5 2018,"€52,538.00",Project Ended,EUR,"52,538.00",1.2335,"$64,806.67",,
https://www.gameontabletop.com/cf95/seigneury-of-borth.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922105#11922105,5E,,,Seigneury of Borth,February 16 2018,"€16,249.00",Project Ended,EUR,"16,249.00",1.2406,"$20,158.51",,
https://www.gameontabletop.com/cf97/das-schwarze-auge-wege-der-vereinigungen.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922109#11922109,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,Das Schwarze Auge: Wege der Vereinigungen,March 7 2018,"€224,560.00",Project Ended,EUR,"224,560.00",1.2411,"$278,701.42",,
https://www.gameontabletop.com/cf92/campagne-pathfinder-le-regent-de-jade.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922110#11922110,non-5E,https://rpggeek.com/rpg/56388/pathfinder-roleplaying-game-2nd-edition,,Campagne Pathfinder • Le Régent de Jade,January 22 2018,"€53,964.00",Project Ended,EUR,"53,964.00",1.2254,"$66,127.49",,
https://www.gameontabletop.com/cf90/starfinder-versione-italiana.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922112#11922112,non-5E,https://rpggeek.com/rpg/41351/starfinder-roleplaying-game,,Starfinder versione italiana,January 21 2018,"€12,297.00",Project Ended,EUR,"12,297.00",1.2255,"$15,069.73",,
https://www.gameontabletop.com/cf74/monster-of-the-week.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922114#11922114,non-5E,https://rpggeek.com/rpg/17708/monster-of-the-week,,Monster of the Week,December 4 2017,"€23,227.00",Project Ended,EUR,"23,227.00",1.1867,"$27,564.41",,
https://www.gameontabletop.com/cf89/starfinder-fr.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922117#11922117,non-5E,https://rpggeek.com/rpg/41351/starfinder-roleplaying-game,,Starfinder (FR),December 11 2017,"€67,661.00",Project Ended,EUR,"67,661.00",1.1776,"$79,674.89",,
https://www.gameontabletop.com/cf86/das-schwarze-auge-das-larp-regelwerk.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922119#11922119,RPG,,https://rpggeek.com/rpgfamily/2329/das-schwarze-auge,Das Schwarze Auge: Das LARP-Regelwerk,November 8 2017,"€16,199.00",Project Ended,EUR,"16,199.00",1.1593,"$18,779.34",,
https://www.gameontabletop.com/cf82/starfinder-de.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922120#11922120,non-5E,https://rpggeek.com/rpg/41351/starfinder-roleplaying-game,,Starfinder (DE),October 25 2017,"€55,326.00",Project Ended,EUR,"55,326.00",1.1818,"$65,384.27",,
https://www.gameontabletop.com/cf80/necromundo.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922122#11922122,RPG,,,NecroMundo,October 18 2017,"€6,599.00",Project Ended,EUR,"6,599.00",1.1795,"$7,783.19",,
https://www.gameontabletop.com/cf75/tahala.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922123#11922123,non-5E,https://rpggeek.com/rpg/356/generic-universal,,TAHALA,October 6 2017,"€24,131.00",Project Ended,EUR,"24,131.00",1.1727,"$28,298.67",,
https://www.gameontabletop.com/cf76/one-anarchy-world-wide.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922124#11922124,non-5E,not in database,,ONE% - Anarchy World Wide,October 5 2017,"€7,845.00",Project Ended,EUR,"7,845.00",1.1711,"$9,187.51",,
https://www.gameontabletop.com/cf70/protektor-das-rollenspiel.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922125#11922125,RPG,,,Protektor - Das Rollenspiel,October 29 2017,"€13,595.00",Project Ended,EUR,"13,595.00",1.1604,"$15,775.50",,
https://www.gameontabletop.com/cf73/die-phileasson-saga-deluxe-ausgabe-der-romane.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922132#11922132,non-5E,https://rpggeek.com/rpg/25131/das-schwarze-auge-dsa-5th-edition,,Die Phileasson-Saga: Deluxe-Ausgabe der Romane,September 25 2017,"€31,906.00",Project Ended,EUR,"31,906.00",1.1855,"$37,824.24",,
https://www.gameontabletop.com/cf72/hexxen-1733.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922139#11922139,RPG,,,Hexxen 1733,September 18 2017,"€121,057.00",Project Ended,EUR,"121,057.00",1.1958,"$144,763.59",,
https://www.gameontabletop.com/cf65/raoul.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11922153#11922153,RPG,,https://rpggeek.com/rpg/1932/raoul,Raôul,July 3 2017,"€17,583.00",Project Ended,EUR,"17,583.00",1.1371,"$19,993.10",,
https://www.gameontabletop.com/cf4931/un-jour-de-plus.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918859#11918859,RPG,,,Un Jour De Plus,"July 4, 2025","€9,139.00",Project Ended,EUR,"9,139.00",1.1778,"$10,763.46",,
https://www.gameontabletop.com/cf4541/rpg-charamaker-deck-pour-la-creation-de-personnage-de-jeu-de-role.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918445#11918445,non-5E,https://rpggeek.com/rpg/356/generic-universal,,RPG CharaMaker - Deck pour la création de personnage de jeu de rôle,April 13 2025,"€26,167.00",Project Ended,EUR,"26,167.00",1.1342,"$29,677.56",,
https://www.gameontabletop.com/cf2481/parias.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918454#11918454,non-5E,https://rpggeek.com/rpg/57444/knight,,Parias,January 7 2025,"€155,903.00",Project Ended,EUR,"155,903.00",1.0344,"$161,258.27",,
https://www.gameontabletop.com/cf3451/delta-green.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918469#11918469,non-5E,https://rpggeek.com/rpg/27917/delta-green-the-role-playing-game,,Delta Green,March 3 2025,"€136,516.00",Project Ended,EUR,"136,516.00",1.0484,"$143,122.01",,
https://www.gameontabletop.com/cf4271/paranoia-le-jeu-de-role.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918478#11918478,non-5E,https://rpggeek.com/rpg/78688/paranoia-perfect-edition,,Paranoia Le jeu de rôle,December 16 2024,"€76,311.00",Project Ended,EUR,"76,311.00",1.0516,"$80,251.70",,
https://www.gameontabletop.com/cf4101/le-legs-de-saint-aymond.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918664#11918664,RPG,,https://rpggeek.com/rpg/73438/two-summers,Le Legs de Saint-Aymond,December 16 2024,"€23,629.00",Project Ended,EUR,"23,629.00",1.0516,"$24,849.20",,
https://www.gameontabletop.com/cf3891/wilderfeast.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918717#11918717,non-5E,https://rpggeek.com/rpg/81071/wilderfeast,,Wilderfeast,March 6 2025,"€24,558.00",Project Ended,EUR,"24,558.00",1.0786,"$26,489.00",,
https://www.gameontabletop.com/cf4481/subabysse-supplement-toulga-perle-de-l-ocean.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918729#11918729,non-5E,https://rpggeek.com/rpg/22360/subabysse,,"Subabysse : supplément Toulga, perle de l'océan",January 31 2025,"€3,541.00",Project Ended,EUR,"3,541.00",1.0360,"$3,668.48",,
https://www.gameontabletop.com/cf3341/late-pledge-majestic-12.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918731#11918731,RPG,,,Late Pledge : Majestic 12,March 15 2025,"€9,617.00",Project Ended,EUR,"9,617.00",1.0915,"$10,496.96",,
https://www.gameontabletop.com/cf4561/terry-pratchett-disque-monde-aventures-a-ankh-morpork.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918736#11918736,non-5E,https://rpggeek.com/rpg/106332/terry-pratchetts-discworld-rpg-adventures-in-ankh,,Terry Pratchett - Disque-monde: Aventures à Ankh-Morpork,February 20 2025,"€226,537.00",Project Ended,EUR,"226,537.00",1.0500,"$237,859.32",,
https://www.gameontabletop.com/cf4201/devastra-transcendance.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918741#11918741,RPG,,https://rpggeek.com/rpg/5180/devastra,Devastra - Transcendence,March 7 2025,"€23,695.00",Project Ended,EUR,"23,695.00",1.0832,"$25,666.42",,
https://www.gameontabletop.com/cf3521/la-collection-maxbrown.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918756#11918756,RPG,,,La collection Maxbrown,February 28 2025,"€9,896.00",Project Ended,EUR,"9,896.00",1.0376,"$10,268.09",,
https://www.gameontabletop.com/cf4351/mutant-jahr-null-ad-astra.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918771#11918771,non-5E,https://rpggeek.com/rpg/24631/mutant-year-zero,,Mutant: Jahr Null - Ad Astra,March 23 2025,"€13,568.00",Project Ended,EUR,"13,568.00",1.0835,"$14,700.52",,
https://www.gameontabletop.com/cf4871/die-rpg-und-die-comics-deutsche-ausgabe.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918790#11918790,non-5E,https://rpggeek.com/rpg/61398/die-rpg,,DIE RPG und DIE Comics - deutsche Ausgabe,June 2 2025,"€15,837.00",Project Ended,EUR,"15,837.00",1.1451,"$18,134.95",,
https://www.gameontabletop.com/cf4231/destinations-dangereuses.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918850#11918850,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Destinations dangereuses,June 15 2025,"€24,740.00",Project Ended,EUR,"24,740.00",1.1453,"$28,333.98",,
https://www.gameontabletop.com/cf4751/imperator-orbi-mundus-iii.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918855#11918855,RPG,,,IMPERATOR - Orbi Mundus III,June 5 2025,"€64,187.00",Project Ended,EUR,"64,187.00",1.1453,"$73,511.45",,
https://www.gameontabletop.com/cf3071/runequest-5-supplements-des-dieux.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918876#11918876,non-5E,https://rpggeek.com/rpg/42185/runequest-roleplaying-in-glorantha,,RuneQuest : 5 suppléments des dieux,June 30 2025,"€166,883.00",Project Ended,EUR,"166,883.00",1.1787,"$196,698.32",,
https://www.gameontabletop.com/cf4151/les-chants-de-tindalos.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918959#11918959,RPG,,,Les Chants de Tindalos,March 2 2025,"€34,725.00",Project Ended,EUR,"34,725.00",1.0413,"$36,158.10",,
https://www.gameontabletop.com/cf717/z-corps-final-cut.html,https://rpggeek.com/geeklist/360124/gameontabletop-projects?itemid=11918963#11918963,non-5E,https://rpggeek.com/rpg/7917/z-corps,,Z-Corps Final Cut,September 19 2024,"€93,898.00",Project Ended,EUR,"93,898.00",1.1159,"$104,783.60",,
