,,,1740264455815,,266,281,128,0,,,,215,193,408,20,8,,,,,,,,
Kickstarter Link,RPGGeek Item ID,RPGGeek Item Link,KickTraq Link,Type,Non-5E: For RPG,RPG: related to,Project Name,,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,,Last Updated,Start Date,,
"http://www.kickstarter.com/projects/917876657/republishing-the-world-of-synnibarr?ref=bggforums',",item2204438,,https://www.kicktraq.com/projects/917876657/republishing-the-world-of-synnibarr/,non-5E,https://rpggeek.com/rpg/2928/world-synnibarr-1st-3rd-eds,,Republishing: The World of Synnibarr,January 15 2013,Y,USD,"7,710.00",1,"7,710.00",Y,N,Y,"$7,710",220.00%,Ended,7710,1616169629135,December 17 2012,"Welcome back!  This is a project for the new edition of the RPG, The World of Synnibarr. By Raven c.s. McCracken.",//s3.amazonaws.com/ksr/projects/303882/photo-small.jpg
"http://www.kickstarter.com/projects/847190685/sorcerer-upgrade?ref=bggforums',",item2452664,,https://www.kicktraq.com/projects/847190685/sorcerer-upgrade/,non-5E,https://rpggeek.com/rpg/447/sorcerer,,Sorcerer Upgrade,January 18 2013,Y,USD,"26,792.00",1,"26,792.00",Y,N,Y,"$26,792",535.00%,Ended,26792,1616169629136,January 3 2013,Annotated Sorcerer is ready for release - let's make it beautiful.,//s3.amazonaws.com/ksr/projects/417618/photo-small.jpg
"http://www.kickstarter.com/projects/1643151566/adventurers-guide-to-terrath-for-shroud-of-the-anc?ref=bggforums',",item2403318,,https://www.kicktraq.com/projects/1643151566/adventurers-guide-to-terrath-for-shroud-of-the-anc/,RPG,,,Adventurers Guide to Terrath for Shroud of the Ancients RPG,January 20 2013,Y,USD,"6,873.00",1,"6,873.00",Y,N,Y,"$6,873",137.00%,Ended,6873,1616169629137,November 25 2012,"Shroud of the Ancients is a fantasy role-playing game set in a shattered world of adventure, intrigue, and peril.",//s3.amazonaws.com/ksr/projects/386027/photo-small.jpg
"http://www.kickstarter.com/projects/601893462/ehdrigohr-the-roleplaying-game?ref=bggforums',",item2433804,,https://www.kicktraq.com/projects/601893462/ehdrigohr-the-roleplaying-game/,RPG,,https://rpggeek.com/rpgsystem/577/fate-30,Ehdrigohr: The Roleplaying Game,January 22 2013,Y,USD,"18,749.00",1,"18,749.00",Y,N,Y,"$18,749",416.00%,Ended,18749,1616169629139,December 21 2012,"In Ehdrigohr, tribal people, in a broken world, strive to unify while struggling against the horrors that wait for the night to fall.",//s3.amazonaws.com/ksr/projects/386310/photo-small.jpg
"http://www.kickstarter.com/projects/froggodgames/razor-coast?ref=bggforums',",item2437735,,https://www.kicktraq.com/projects/froggodgames/razor-coast/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Razor Coast,January 24 2013,Y,USD,"123,366.00",1,"123,366.00",Y,N,Y,"$123,366",164.00%,Ended,123366,1616169629140,December 25 2012,The long awaited sizzling pirate adventure in Pathfinder and Swords & Wizardry. Back this full color RPG by renowned artists & authors.,//s3.amazonaws.com/ksr/projects/349991/photo-small.jpg
"http://www.kickstarter.com/projects/502760470/do-not-approach-villains-for-mandm-and-ccandvf-rpg?ref=bggforums',",item2439557,,https://www.kicktraq.com/projects/502760470/do-not-approach-villains-for-mandm-and-ccandvf-rpg/,non-5E,https://rpggeek.com/rpg/9041/mutants-masterminds-third-edition,,"Do Not Approach, Villains for M&M and CC&VF (RPG)",January 26 2013,Y,USD,339.00,1,339.00,Y,N,Y,$339,135.00%,Ended,339,1616169629142,December 27 2012,"Eleven villains for Mutants & Masterminds and Capes, Cowls & Villains Foul, in full color, PDF and softcover.",//s3.amazonaws.com/ksr/projects/407333/photo-small.jpg
"http://www.kickstarter.com/projects/1448841122/kingdom-a-pen-and-paper-space-exploration-rpg?ref=bggforums',",item2406887,,https://www.kicktraq.com/projects/1448841122/kingdom-a-pen-and-paper-space-exploration-rpg/,RPG,,,Kingdom: A Pen & Paper Space Exploration RPG,January 27 2013,Y,USD,"4,636.00",1,Not Funded,N,N,N,"$4,636",77.00%,Ended,0,1616169629144,November 28 2012,Kingdom is an exploration RPG that focuses on the repercussions of player actions as humanity begins to explore the Milky Way galaxy.,//s3.amazonaws.com/ksr/projects/398295/photo-small.jpg
"http://www.kickstarter.com/projects/619786158/endgame-day-zero?ref=bggforums',",item2452661,,https://www.kicktraq.com/projects/619786158/endgame-day-zero/,RPG,,,Endgame: Day Zero,January 28 2013,Y,USD,"1,792.00",1,Not Funded,N,N,N,"$1,792",32.00%,Ended,0,1616169629145,January 3 2013,Endgame: Day Zero is a role playing adventure set in a post apocalyptic world that is a sci-reality / edu-tainment approach to gaming.,//s3.amazonaws.com/ksr/projects/418241/photo-small.jpg
"http://www.kickstarter.com/projects/evilhat/fate-core?ref=bggforums',",item2414845,,https://www.kicktraq.com/projects/evilhat/fate-core/,RPG,,https://rpggeek.com/rpgfamily/26505/fate,Fate Core,January 29 2013,Y,USD,"433,355.00",1,"433,355.00",Y,N,Y,"$433,355",14440.00%,Ended,433355,1616169629146,December 3 2012,Characters live at the core of Fate! Fate Core is the latest edition of Evil Hat Productions' popular Fate roleplaying game system.,//s3.amazonaws.com/ksr/projects/368445/photo-small.jpg
"http://www.kickstarter.com/projects/1950811045/adventure-quest-fantasy-roleplaying-for-larp-and-t?ref=bggforums',",item2430849,,https://www.kicktraq.com/projects/1950811045/adventure-quest-fantasy-roleplaying-for-larp-and-t/,RPG,,,Adventure Quest: Fantasy Roleplaying for LARP and Tabletop,January 31 2013,Y,USD,"3,436.00",1,"3,436.00",Y,N,Y,"$3,436",171.00%,Ended,3436,1616169629149,December 17 2012,"Thousands of playtesters (kids through adults) love the hybrid skill- and path-based system that's simple, swift, and dynamic.",//s3.amazonaws.com/ksr/projects/282363/photo-small.jpg
"http://www.kickstarter.com/projects/1634812921/the-endless-blue-campaign-setting-a-true-oceanic-w?ref=bggforums',",item2445477,,https://www.kicktraq.com/projects/1634812921/the-endless-blue-campaign-setting-a-true-oceanic-w/,RPG,,,"The ENDLESS BLUE Campaign Setting, a true oceanic world.",February 1 2013,Y,USD,"3,241.00",1,Not Funded,N,N,N,"$3,241",16.00%,Ended,0,1616169629150,January 1 2013,"ENDLESS BLUE, an immersive RPG set in a world submerged under water, featuring strange races, unique challenges, and danger everywhere.",//s3.amazonaws.com/ksr/projects/382391/photo-small.jpg
"http://www.kickstarter.com/projects/1907652175/slayers-of-the-great-serpent-a-fantasy-campaign-in?ref=bggforums',",item2452684,,https://www.kicktraq.com/projects/1907652175/slayers-of-the-great-serpent-a-fantasy-campaign-in/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Slayers of the Great Serpent: A Fantasy Campaign in 5 Parts,February 2 2013,Y,USD,"2,431.00",1,Not Funded,N,N,N,"$2,431",54.00%,Ended,0,1616169629152,January 3 2013,A complete 20-level campaign for Pathfinder and 4E. 'Slayers' is a heroic saga that recaptures the language of fantasy and myth.,//s3.amazonaws.com/ksr/projects/285958/photo-small.jpg
"http://www.kickstarter.com/projects/inkwellideas/creature-and-encounter-rpg-card-decks?ref=bggforums',",item2416659,,https://www.kicktraq.com/projects/inkwellideas/creature-and-encounter-rpg-card-decks/,non-5E,https://rpggeek.com/rpg/191/advanced-dungeons-dragons-1st-edition,,Creature & Encounter RPG Card Decks,February 2 2013,Y,USD,"13,974.00",1,"13,974.00",Y,N,Y,"$13,974",147.00%,Ended,13974,1616169629153,December 5 2012,Beautiful monster art cards w/system neutral or 1E stats on back & encounter generator cards--Mad Libs/Book of Lairs mash-up.,//s3.amazonaws.com/ksr/projects/390172/photo-small.jpg
http://www.kickstarter.com/projects/676918054/castles-and-crusades-codex-celtarum?ref=bggforums,item2463965,,https://www.kicktraq.com/projects/676918054/castles-and-crusades-codex-celtarum/,non-5E,https://rpggeek.com/rpg/509/castles-crusades,,Castles & Crusades Codex Celtarum,February 3 2013,Y,USD,"13,637.00",1,"13,637.00",Y,N,Y,"$13,637",340.00%,Ended,13637,1616169629154,January 9 2013,"The Codex Celtarum brings a massive amount of monsters, spells and powers to your Castles & Crusades Games.",//s3.amazonaws.com/ksr/projects/429554/photo-small.jpg
"http://www.kickstarter.com/projects/994700393/deluxe-tunnels-and-trolls?ref=bggforums',",item2452685,,https://www.kicktraq.com/projects/994700393/deluxe-tunnels-and-trolls/,RPG,,https://rpggeek.com/rpgfamily/1856/tunnels-trolls,Deluxe Tunnels & Trolls,February 5 2013,Y,USD,"125,440.00",1,"125,440.00",Y,N,Y,"$125,440",482.00%,Ended,125440,1616169629155,January 3 2013,The team who created the classic role-playing game Tunnels & Trolls comes together again to make the finest edition yet.,//s3.amazonaws.com/ksr/projects/413922/photo-small.jpg
"http://www.kickstarter.com/projects/1847480248/pharsalia-role-playing-game?ref=bggforums',",item2460296,,https://www.kicktraq.com/projects/1847480248/pharsalia-role-playing-game/,RPG,,,Pharsalia - Role Playing Game,February 6 2013,Y,USD,636.00,1,Not Funded,N,Y,N,$636,4.00%,Cancelled,0,1616169629156,January 7 2013,"A fantasy world of mystery and adventure, of constant conflicts and intrigues, based on our Ancient History.",//s3.amazonaws.com/ksr/projects/424963/photo-small.jpg
"http://www.kickstarter.com/projects/1116133034/margaret-weis-productions-cortex-plus-hackers-guid?ref=bggforums',",item2464604,,https://www.kicktraq.com/projects/1116133034/margaret-weis-productions-cortex-plus-hackers-guid/,RPG,,https://rpggeek.com/rpgsystem/12891/cortex-plus,Margaret Weis Productions: Cortex Plus Hacker's Guide,February 9 2013,Y,USD,"43,775.00",1,"43,775.00",Y,N,Y,"$43,775",291.00%,Ended,43775,1616169629158,January 10 2013,"An anthology of ways to use Cortex Plus from MWP's award-winning Leverage & Smallville RPGs: hacks, settings, and options!",//s3.amazonaws.com/ksr/projects/425200/photo-small.jpg
"http://www.kickstarter.com/projects/1711283738/worra-realms-fantasy-rpg?ref=bggforums',",item2465815,,https://www.kicktraq.com/projects/1711283738/worra-realms-fantasy-rpg/,RPG,,,Worra Realms - Fantasy RPG,February 9 2013,Y,USD,"5,520.00",1,"5,520.00",Y,N,Y,"$5,520",276.00%,Ended,5520,1616169629159,January 10 2013,"This revolutionary tabletop RPG is easy to learn, fast to play and unlike any RPG you've ever played.",//s3.amazonaws.com/ksr/projects/365292/photo-small.jpg
"http://www.kickstarter.com/projects/218255739/a-gallery-of-rogues?ref=bggforums',",item2427414,,https://www.kicktraq.com/projects/218255739/a-gallery-of-rogues/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,A Gallery of Rogues,February 11 2013,Y,USD,"5,008.00",1,"5,008.00",Y,N,Y,"$5,008",166.00%,Ended,5008,1616169629160,December 13 2012,A Gallery of Rogues is an open-ended fantasy sourcebook of criminals and thieves centered around a guild you can set in any city.,//s3.amazonaws.com/ksr/projects/409889/photo-small.jpg
"http://www.kickstarter.com/projects/2056633109/the-grande-temple-of-jing-pathfinder-fantasy-rpgs?ref=bggforums',",item2442680,,https://www.kicktraq.com/projects/2056633109/the-grande-temple-of-jing-pathfinder-fantasy-rpgs/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,The Grande Temple of Jing (Pathfinder/Fantasy RPGs),February 12 2013,Y,USD,"43,701.00",1,"43,701.00",Y,N,Y,"$43,701",437.00%,Ended,43701,1616169629161,December 29 2012,"The temple home of the trickster god Jing. You've seen other megadungeons, but this is the dungeon crawl that rules them ALL.",//s3.amazonaws.com/ksr/projects/215327/photo-small.jpg
"http://www.kickstarter.com/projects/nathynbrendanmasters/epitaph-av7-tactical-sci-fi-fantasy-escape-horror?ref=bggforums',",item2480233,,https://www.kicktraq.com/projects/nathynbrendanmasters/epitaph-av7-tactical-sci-fi-fantasy-escape-horror/,RPG,,,"Epitaph AV7: Sci-Fi, Urban Fantasy, Escape-Horror RPS",February 17 2013,Y,USD,96.00,1,Not Funded,N,N,N,$96,1.00%,Ended,0,1616169629162,January 3 2013,"Players battle demonic cults bent on world domination against a backdrop of superheroes, sci-fi, supernatural and horror.",//s3.amazonaws.com/ksr/projects/423298/photo-small.jpg
"http://www.kickstarter.com/projects/200664283/deluxe-hunters-hunted-ii?ref=bggforums',",item2487274,,https://www.kicktraq.com/projects/200664283/deluxe-hunters-hunted-ii/,non-5E,https://rpggeek.com/rpg/421/vampire-masquerade,,Deluxe Hunters Hunted II,February 18 2013,Y,USD,"69,856.00",1,"69,856.00",Y,N,Y,"$69,856",211.00%,Ended,69856,1616169629164,January 24 2013,A Deluxe version of the V20 Hunters Hunted II hardcover designed to look like a hunter's journal or field manual.,//s3.amazonaws.com/ksr/projects/431394/photo-small.jpg
"http://www.kickstarter.com/projects/1939191852/lotfp-2013-free-rpg-day-adventure?ref=bggforums',",item2508471,,https://www.kicktraq.com/projects/1939191852/lotfp-2013-free-rpg-day-adventure/,non-5E,https://rpggeek.com/rpg/6581/lamentations-flame-princess,,LotFP 2013 Free RPG Day Adventure,February 20 2013,Y,USD,"18,738.00",1,"18,738.00",Y,N,Y,"$18,738",749.00%,Ended,18738,1616169629165,February 4 2013,"LotFP's Better Than Any Man: An adventure of war, politics, adventure, and terror for Free RPG Day!",//s3.amazonaws.com/ksr/projects/441869/photo-small.jpg
"http://www.kickstarter.com/projects/321500568/pf-modern?ref=bggforums',",item2480858,,https://www.kicktraq.com/projects/321500568/pf-modern/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,PF Modern,February 20 2013,Y,USD,"1,556.00",1,Not Funded,N,N,N,"$1,556",38.00%,Ended,0,1616169629166,January 18 2013,PF Modern is dedicated to creating a revised and improved Modern RPG using the Pathfinder RPG as a baseline.,//s3.amazonaws.com/ksr/projects/211717/photo-small.jpg
"http://www.kickstarter.com/projects/1279968844/worlds-of-pulp-by-scaldcrow-games?ref=bggforums',",item2499704,,https://www.kicktraq.com/projects/1279968844/worlds-of-pulp-by-scaldcrow-games/,non-5E,https://rpggeek.com/rpg/19071/bare-bones-multiverse,,Worlds of Pulp by Scaldcrow Games,February 28 2013,Y,USD,"3,071.00",1,"3,071.00",Y,N,Y,"$3,071",122.00%,Ended,3071,1616169629168,January 30 2013,"Two pen-and-paper pulp action role-playing game campaign books: ""Rotwang City: City of Shadows"" and ""Amazing Pulp Adventures.""",//s3.amazonaws.com/ksr/projects/440537/photo-small.jpg
"http://www.kickstarter.com/projects/jameswallis/alas-vegas-an-rpg-of-bad-memories-bad-luck-and-bad?ref=bggforums',",item2495763,,https://www.kicktraq.com/projects/jameswallis/alas-vegas-an-rpg-of-bad-memories-bad-luck-and-bad/,RPG,,,"ALAS VEGAS: an RPG of bad memories, bad luck & bad blood",February 28 2013,Y,GBP,"24,061.00",1.5161,"36,478.88",Y,N,Y,"£24,061",802.00%,Ended,36478.88,1616169629167,January 29 2013,"ALAS VEGAS is an RPG miniseries about amnesia, sin, horror and gambling, by 'the godfather of indie-game design'.",//s3.amazonaws.com/ksr/projects/369875/photo-small.jpg
"http://www.kickstarter.com/projects/821979583/interface-zero-20-full-metal-cyberpunk?ref=bggforums',",item2472552,,https://www.kicktraq.com/projects/821979583/interface-zero-20-full-metal-cyberpunk/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Interface Zero 2.0: Full Metal Cyberpunk,March 1 2013,Y,USD,"84,400.00",1,"84,400.00",Y,N,Y,"$84,400",844.00%,Ended,84400,1616169629169,January 15 2013,A cyberpunk tabletop RPG set in the year 2090 and powered by the Savage Worlds Deluxe system.,//s3.amazonaws.com/ksr/projects/404094/photo-small.jpg
"http://www.kickstarter.com/projects/962794554/bite-me-the-gaming-guide-to-lycanthropes?ref=bggforums',",item2501528,,https://www.kicktraq.com/projects/962794554/bite-me-the-gaming-guide-to-lycanthropes/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Bite Me! The Gaming Guide to Lycanthropes,March 3 2013,Y,USD,"9,119.00",1,"9,119.00",Y,N,Y,"$9,119",151.00%,Ended,9119,1616169629171,February 1 2013,This book details playing lycanthropes in the Pathfinder Roleplaying Game.,//s3.amazonaws.com/ksr/projects/429170/photo-small.jpg
"http://www.kickstarter.com/projects/selezen/elite-encounters-roleplaying-in-the-elite-universe?ref=bggforums',",item2503372,,https://www.kicktraq.com/projects/selezen/elite-encounters-roleplaying-in-the-elite-universe/,RPG,,,Elite Encounters: Roleplaying In The Elite Universe,March 3 2013,Y,GBP,"7,118.00",1.5034,"10,701.20",Y,N,Y,"£7,118",135.00%,Ended,10701.2,1616169629173,February 1 2013,A roleplaying game (RPG) set in the universe of Elite: Dangerous.  Endorsed by Frontier Developments.,//s3.amazonaws.com/ksr/projects/420940/photo-small.jpg
"http://www.kickstarter.com/projects/matthewjhanson/broken-earth-post-apocalyptic-rpg-adventure?ref=bggforums',",item2488074,,https://www.kicktraq.com/projects/matthewjhanson/broken-earth-post-apocalyptic-rpg-adventure/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Broken Earth: Post-Apocalyptic RPG Adventure,March 5 2013,Y,USD,"6,501.00",1,"6,501.00",Y,N,Y,"$6,501",185.00%,Ended,6501,1616169629175,January 24 2013,Explore the wastes and rebuild civilization in this post-apocalyptic sandbox adventure. Compatible with the Pathfinder RPG Rules.,//s3.amazonaws.com/ksr/projects/369706/photo-small.jpg
"http://www.kickstarter.com/projects/jeffdee/dinosaurs-of-the-lost-valley?ref=bggforums',",item2510866,,https://www.kicktraq.com/projects/jeffdee/dinosaurs-of-the-lost-valley/,RPG,,,Dinosaurs of the Lost Valley,March 8 2013,Y,USD,"2,138.00",1,"2,138.00",Y,N,Y,"$2,138",106.00%,Ended,2138,1616169629176,February 6 2013,"Exquisite dinosaur artwork by Jeff Dee and Talzhemir, and a dinosaur sourcebook for Cavemaster(tm) - the Stone Age RPG!",//s3.amazonaws.com/ksr/projects/446127/photo-small.jpg
"http://www.kickstarter.com/projects/1706035146/the-michael-t-desings-army-ants-war-effort?ref=bggforums',",item2513797,,https://www.kicktraq.com/projects/1706035146/the-michael-t-desings-army-ants-war-effort/,RPG,,,The Michael T. Desing's Army Ants War Effort,March 9 2013,Y,USD,"4,216.00",1,"4,216.00",Y,N,Y,"$4,216",421.00%,Ended,4216,1616169629178,February 7 2013,"A project to publish a new, updated tabletop RPG and the Complete Comics for Michael T. Desing's Army Ants.",//s3.amazonaws.com/ksr/projects/423049/photo-small.jpg
"http://www.kickstarter.com/projects/1031900271/twilight-continuum-space-opera-campaign-for-savage?ref=bggforums',",item2515502,,https://www.kicktraq.com/projects/1031900271/twilight-continuum-space-opera-campaign-for-savage/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Twilight Continuum Space Opera Campaign for Savage Worlds,March 11 2013,Y,USD,"1,942.00",1,Not Funded,N,Y,N,"$1,942",17.00%,Cancelled,0,1616169629180,February 9 2013,Twilight Continuum is the first Perilous Journey campaign set for Savage Worlds and features a near-future space opera campaign.,//s3.amazonaws.com/ksr/projects/432733/photo-small.jpg
"http://www.kickstarter.com/projects/1907652175/slayers-of-the-great-serpent-i-a-module-for-pathfi?ref=bggforums',",item2533444,,https://www.kicktraq.com/projects/1907652175/slayers-of-the-great-serpent-i-a-module-for-pathfi/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Slayers of the Great Serpent I: A Module for Pathfinder / 4E,March 17 2013,Y,USD,"2,112.00",1,"2,112.00",Y,N,Y,"$2,112",192.00%,Ended,2112,1616169629181,February 15 2013,A classic fantasy adventure for Pathfinder and Dungeons & Dragons 4th Edition. Slayers I is the opening arc of a globe-spanning quest.,//s3.amazonaws.com/ksr/projects/451693/photo-small.jpg
"http://www.kickstarter.com/projects/462624115/free-rpg-day-2013-neoexodus-adventure-for-pathfind?ref=bggforums',",item2495348,,https://www.kicktraq.com/projects/462624115/free-rpg-day-2013-neoexodus-adventure-for-pathfind/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Free RPG Day 2013 NeoExodus Adventure for Pathfinder RPG,March 17 2013,Y,USD,"6,351.00",1,"6,351.00",Y,N,Y,"$6,351",254.00%,Ended,6351,1616169629183,January 28 2013,All New Free Pathfinder Roleplaying Game adventure for Free RPG Day 2013 in the NeoExodus: A House Divided setting.,//s3.amazonaws.com/ksr/projects/422057/photo-small.jpg
"http://www.kickstarter.com/projects/burrowowl/busty-barbarian-bimbos?ref=bggforums',",item2533431,,https://www.kicktraq.com/projects/burrowowl/busty-barbarian-bimbos/,RPG,,,Busty Barbarian Bimbos,March 18 2013,Y,USD,"12,780.00",1,"12,780.00",Y,N,Y,"$12,780",511.00%,Ended,12780,1616169629184,February 15 2013,A lighthearted fantasy roleplaying game wherein the players take on the role of the pin-up girls from fantasy artwork.,//s3.amazonaws.com/ksr/projects/445228/photo-small.jpg
"http://www.kickstarter.com/projects/1823664075/laughing-moon-the-ragged-man-adventure?ref=bggforums',",item2533450,,https://www.kicktraq.com/projects/1823664075/laughing-moon-the-ragged-man-adventure/,non-5E,https://rpggeek.com/rpg/24268/adventures-under-laughing-moon,,Laughing Moon: The Ragged Man Adventure,March 21 2013,Y,USD,"6,415.00",1,"6,415.00",Y,N,Y,"$6,415",534.00%,Ended,6415,1616169629185,February 19 2013,"This project is a story-based RPG ""adventure"" infusing elements of fantasy and horror.  Interior features full-color art.",//s3.amazonaws.com/ksr/projects/462730/photo-small.jpg
http://www.kickstarter.com/projects/adventureaweek/rise-of-the-drow-pathfinder-adventure-trilogy-0?ref=bggforums,item2508469,,https://www.kicktraq.com/projects/adventureaweek/rise-of-the-drow-pathfinder-adventure-trilogy-0/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Rise of the Drow - Pathfinder Adventure Trilogy,March 21 2013,Y,USD,"45,666.00",1,"45,666.00",Y,N,Y,"$45,666",1141.00%,Ended,45666,1616169629187,February 4 2013,We want to put our outstanding 'Rise of the Drow' trilogy in a single epic hardcover edition -- with revised and expanded content!,//s3.amazonaws.com/ksr/projects/449759/photo-small.jpg
"http://www.kickstarter.com/projects/960655665/andronia-region-of-turmoil-rpg-guidebook?ref=bggforums',",item2533452,,https://www.kicktraq.com/projects/960655665/andronia-region-of-turmoil-rpg-guidebook/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Andronia: Region of Turmoil RPG Guidebook,March 22 2013,Y,USD,"1,765.00",1,"1,765.00",Y,N,Y,"$1,765",706.00%,Ended,1765,1616169629188,February 20 2013,"Help us get the first Guidebook to our Campaign World, Andronia, released to the public.",//s3.amazonaws.com/ksr/projects/436893/photo-small.jpg
"http://www.kickstarter.com/projects/566714633/tome-of-trade?ref=bggforums',",item2533458,,https://www.kicktraq.com/projects/566714633/tome-of-trade/,non-5E,https://rpggeek.com/rpg/524/d20-system-ogl-product-dd-35-compatible,,Tome of Trade,March 23 2013,Y,USD,420.00,1,420.00,Y,N,Y,$420,350.00%,Ended,420,1616169629189,February 21 2013,D&D 3.5 Sourcebook about crafts and trading.,//s3.amazonaws.com/ksr/projects/397155/photo-small.jpg
"http://www.kickstarter.com/projects/289627918/flintandsteel?ref=bggforums',",item2533464,,https://www.kicktraq.com/projects/289627918/flintandsteel/,RPG,,,Flint&Steel,March 23 2013,Y,GBP,"1,239.00",1.5228,Not Funded,N,N,N,"£1,239",27.00%,Ended,0,1616169629191,February 21 2013,"Flint&Steel is a new pen and paper RPG, based on a d20 system, followed by a complete campaign setting.",//s3.amazonaws.com/ksr/projects/457926/photo-small.jpg
"http://www.kickstarter.com/projects/517808607/legion-the-game-scifi-rpg?ref=bggforums',",item2533467,,https://www.kicktraq.com/projects/517808607/legion-the-game-scifi-rpg/,RPG,,,Legion the Game SciFi RPG,March 23 2013,Y,USD,"10,081.00",1,"10,081.00",Y,N,Y,"$10,081",100.00%,Ended,10081,1616169629192,February 21 2013,A futuristic look at humanity's existence in a state of constant war against an ever expanding list of antagonists.,//s3.amazonaws.com/ksr/projects/389843/photo-small.jpg
"http://www.kickstarter.com/projects/2006204732/wicked-fantasy?ref=bggforums',",item2533448,,https://www.kicktraq.com/projects/2006204732/wicked-fantasy/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Wicked Fantasy,March 24 2013,Y,USD,"46,679.00",1,"46,679.00",Y,N,Y,"$46,679",933.00%,Ended,46679,1616169629193,February 19 2013,"A brand new PATHFINDER setting book focusing a non-traditional twist on the ""classic"" fantasy races from the award-winning John Wick.",//s3.amazonaws.com/ksr/projects/457078/photo-small.jpg
"http://www.kickstarter.com/projects/1308283614/dungeon-deck-quests-expansions?ref=bggforums',",item2513793,,https://www.kicktraq.com/projects/1308283614/dungeon-deck-quests-expansions/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,Dungeon Deck: Quests Expansions,March 29 2013,Y,USD,"5,805.00",1,"5,805.00",Y,N,Y,"$5,805",116.00%,Ended,5805,1616169629194,February 7 2013,The DD:Q is a way to create a detailed adventure for one night's gaming in 30 seconds. The 2 expansion decks add millions more options!,//s3.amazonaws.com/ksr/projects/452262/photo-small.jpg
"http://www.kickstarter.com/projects/1324922092/cirque-touring-the-spinward-marches-in-traveller5?ref=bggforums',",item2544449,,https://www.kicktraq.com/projects/1324922092/cirque-touring-the-spinward-marches-in-traveller5/,non-5E,https://rpggeek.com/rpg/3742/traveller5,,Cirque: Touring the Spinward Marches in Traveller5,March 31 2013,Y,USD,"12,072.00",1,"12,072.00",Y,N,Y,"$12,072",150.00%,Ended,12072,1616169629196,February 28 2013,"Run away, join the circus, and tour the Imperium!  A new Campaign Source for Traveller5, with lots less clowning than you'd expect!",//s3.amazonaws.com/ksr/projects/393935/photo-small.jpg
"http://www.kickstarter.com/projects/1632750816/awesome-powers-power-suites?ref=bggforums',",item2539624,,https://www.kicktraq.com/projects/1632750816/awesome-powers-power-suites/,non-5E,https://rpggeek.com/rpg/1376/bash,,Awesome Powers Power Suites,April 1 2013,Y,USD,"4,421.00",1,"4,421.00",Y,N,Y,"$4,421",1473.00%,Ended,4421,1616169629197,February 25 2013,"Let's make Awesome Powers more awesome with more Power Suites!  Your votes will speak volumes, and add volumes to the collection!",//s3.amazonaws.com/ksr/projects/388153/photo-small.jpg
"http://www.kickstarter.com/projects/1780208966/freeport-the-city-of-adventure-for-the-pathfinder?ref=bggforums',",item2543927,,https://www.kicktraq.com/projects/1780208966/freeport-the-city-of-adventure-for-the-pathfinder/,non-5E,https://rpggeek.com/rpg/2791/pathfinder-1e-compatible-product,,Freeport: The City of Adventure for the Pathfinder RPG,April 1 2013,Y,USD,"73,421.00",1,"73,421.00",Y,N,Y,"$73,421",146.00%,Ended,73421,1616169629198,February 28 2013,Freeport is one of the classic RPG city settings and we want to give it the deluxe treatment in a new 512 page sourcebook. Aaarrrrrr!,//s3.amazonaws.com/ksr/projects/467891/photo-small.jpg
http://www.kickstarter.com/projects/modiphius/achtung-cthulhu-the-ww2-keepers-and-investigators?ref=bggforums,item2519738,,https://www.kicktraq.com/projects/modiphius/achtung-cthulhu-the-ww2-keepers-and-investigators/,non-5E,https://rpggeek.com/rpg/286/savage-worlds,,Achtung! Cthulhu - The WW2 Keeper's & Investigator's Guides,April 2 2013,Y,GBP,"177,557.00",1.5103,"268,164.34",Y,N,Y,"£177,557",2219.00%,Ended,268164.34,1616169629201,February 12 2013,A terrifying World War Two setting for the Call of Cthulhu & Savage Worlds roleplaying games. The Secret War has begun!,//s3.amazonaws.com/ksr/projects/405611/photo-small.jpg
